% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, further/more values", seed=1004498, Wed Oct  8 16:24:24 2025, <python>{}</python>
1 7 20.905917927014947 1.0000333338888951 670000033.0 6.7000003300000000e+08 670000042.7791991 1340000041.986339 670000003.9602172 670000034.2108834 nan   
2 14 19.68181812185315 1.3151255347455986 670000033.0 6.7000004138736916e+08 1340000033.0 2010000033.0 502499995.68402386 837500037.3159761 nan   
3 21 16.120911221089113 1.3428489615160597 9.379324979894552 9.3793249798945517e+00 670000033.0 1340000051.299963 9.040886282920837 670000029.2854785 nan   
4 28 13.859488017996277 1.424694793146103 1.2242784339716053 1.2242784339716053e+00 670000038.7294537 1340000041.2647057 670000005.5400743 670000033.2562613 nan   
5 35 13.982772847190287 1.3832009930826827 1.2242784339716053 1.3917770714541282e+00 670000032.9685707 1340000025.680112 502500018.2540915 167500014.7459085 nan   
6 42 13.747337414383791 1.714816941037385 1.2242784339716053 6.6827756085864900e+00 670000037.6930442 1340000030.6583295 502499998.0494838 670000029.4097552 nan   
7 49 15.350808080445608 1.9625683645162495 1.2242784339716053 3.3972570942036828e+00 670000034.1613171 1340000039.8415155 1005000023.120719 167500012.383671 nan   
8 56 13.395227432620409 2.8003181746826336 1.2242784339716053 3.9704800745352280e+00 670000034.2656665 1340000028.9049091 6.648861289024353 670000032.0672075 nan   
9 63 14.840499694358797 3.223999776619508 1.2242784339716053 8.0881280989677169e+00 670000035.5590396 670000039.6536916 6.569576978683472 670000031.6338899 nan   
10 70 20.616463350598405 2.742673179471212 1.2242784339716053 6.7000003534967101e+08 670000039.310137 1340000038.1969666 669999998.1089692 670000037.163455 nan   
11 77 21.44743231814936 3.12524731462399 1.2242784339716053 6.7000002992314374e+08 670000034.2116907 1340000041.9369583 502500006.8289676 670000031.5255108 nan   
12 84 23.204240450934826 3.008773818530311 1.2242784339716053 6.7000002401290274e+08 670000036.2460752 1340000029.5165384 669999992.3800123 670000031.4616132 nan   
13 91 17.780619199228223 3.2799424022893806 1.2242784339716053 3.5325596105896739e+00 670000033.1362336 1340000037.614419 669999993.8278396 670000027.4838207 nan   
14 98 16.614276574225666 3.503402419606414 1.2242784339716053 4.5117534898875213e+00 670000032.974594 1340000034.581482 502499995.93565 670000032.2378229 nan   
15 105 17.64156246750023 3.3132016732591043 1.2242784339716053 7.1721774524105211e+00 670000033.2351198 1340000023.4899504 6.0839738845825195 670000030.8827443 nan   
16 112 17.68489743757543 3.3951266393183674 1.2242784339716053 1.0356648620249203e+01 670000035.8760593 2010000026.783849 670000001.2371185 670000028.6076329 nan   
17 119 17.620007870682667 2.8141506699722423 1.2242784339716053 6.8871630712379019e+00 670000033.0 1340000036.4459064 670000001.2687867 670000030.8915136 nan   
18 126 14.987824823532444 2.6518660816514696 1.2242784339716053 8.4919455756422888e+00 670000033.6092806 1340000043.3865187 502500004.9286783 670000028.7863262 nan   
19 133 12.850495393559404 3.1836308742628123 1.2242784339716053 7.4525006959521161e+00 670000035.9778004 1340000034.8125975 502500023.5615858 167500014.034422 nan   
20 140 11.436252770565389 3.2489156191883386 1.2242784339716053 2.9462504107623673e+00 9.186831880307809 1340000032.782806 502500024.25053847 5.8030391226519145 nan   
21 147 11.652936035836449 3.2341832940044943 1.2242784339716053 2.0368364859976751e+00 670000032.2102021 670000038.4710666 502500021.5523754 167500013.05304557 nan   
22 154 9.631613941505266 2.7398419523026853 1.2242784339716053 3.4109071687684285e+00 4.51861615354622 670000032.7425158 502500020.30641884 4.205155998113364 nan   
23 161 9.026189814008479 2.696750066315477 1.2242784339716053 5.2455988939786149e+00 670000035.5740876 1340000034.0018973 2.816959023475647 670000034.1857377 nan   
24 168 8.875815637723743 2.8025095359878973 1.2242784339716053 3.6897607399945187e+00 5.279717296137912 670000037.1490912 502500023.3491781 4.699866091959569 nan   
25 175 7.290402711112218 3.0912831326096253 1.2242784339716053 3.7445534068323685e+00 6.009942513277574 1340000032.0734954 502500021.4155543 4.269825642234604 nan   
26 182 7.40365034898518 3.536444747654437 1.2242784339716053 2.0121814120623736e+00 4.146087999375375 670000032.092752 2.8778475991718477 3.0641978907830505 nan   
27 189 7.641003103702111 3.1276529022034723 0.8032826154170003 8.0328261541700030e-01 4.215264888849962 4.866165701617064 1.6461547140381172 2.6401930720857094 nan   
28 196 9.399456241639019 3.358773681828311 0.43070572065579427 4.3070572065579427e-01 3.7486853518182404 670000034.2356887 670000029.8798956 2.518985476484135 nan   
29 203 11.55360264597437 4.4784609183838695 0.43070572065579427 1.2561694078007086e+00 2.983146964825252 670000032.3973858 2.7193643044278386 2.093377612284543 nan   
30 210 11.43544417289885 5.2557239155257705 -0.535868458481982 -5.3586845848198195e-01 6.426085328050458 670000032.3017597 502500022.11098355 1.8559602153384205 nan   
31 217 11.947232682884621 5.658867947535101 -0.535868458481982 2.2381684869118352e+00 4.762049580661442 670000032.122057 4.039265210123657 3.2194837574733537 nan   
32 224 12.987904906201257 6.85990048554795 -0.535868458481982 1.6608920240687848e+00 2.931305972634897 670000033.5456465 502500022.51054686 2.3111087333890867 nan   
33 231 10.349740164124787 7.885256492597755 -1.0090224847244453 -1.0090224847244453e+00 4.154927162510972 670000033.6491601 502500021.27951866 3.573909608984029 nan   
34 238 8.671631898424435 7.322457838658728 -1.0090224847244453 -8.0150237936144819e-01 1.564663653808113 2.7704685371014577 2.4079412670019353 -0.164958459286892 nan   
