% # columns="iteration, evaluation, void, void, void, xmean", seed=1004498, Wed Oct  8 16:24:24 2025, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 7 0 0 0 210.62991444832275 -14.095958138948907 12.217171639670187
2 14 0 0 0 186.18991665210498 8.089289640240407 27.55392047487337
3 21 0 0 0 192.8197452682279 14.511027661644798 21.319097401227733
4 28 0 0 0 193.01103244219578 5.1349823326269215 15.221840552158284
5 35 0 0 0 177.46323958941295 7.536710966313997 13.48181031044563
6 42 0 0 0 174.12217342855016 14.197386338178148 21.656472020640916
7 49 0 0 0 157.12502889547807 10.914954213479705 18.87022960989328
8 56 0 0 0 186.66739816805725 11.677435258327398 18.750573458240243
9 63 0 0 0 186.62073025295146 19.63861984291532 25.435078866656724
10 70 0 0 0 223.10789656814853 25.59186764890311 25.8282429174244
11 77 0 0 0 219.08127548265233 29.8577120078303 14.392399749694466
12 84 0 0 0 206.94298292214341 44.27706727536889 13.867164120341771
13 91 0 0 0 202.60708614700553 31.290983476453953 15.581505739968575
14 98 0 0 0 207.73063799499607 17.655886130709636 19.108103787294283
15 105 0 0 0 222.30863773252557 14.111236881730616 13.389019851632108
16 112 0 0 0 231.23695045442588 10.330949873279655 16.815269043546888
17 119 0 0 0 242.73814205020295 16.405314263066646 14.363294077997733
18 126 0 0 0 222.7301100889596 15.260357746567788 16.415345211913127
19 133 0 0 0 232.64971548294346 9.274546373800277 16.961393425364534
20 140 0 0 0 223.07633330128954 11.22104391804449 15.752885797577637
21 147 0 0 0 223.374233558674 9.93361484900161 12.272432277884281
22 154 0 0 0 226.69737189530724 7.8272749508374915 12.927499719734566
23 161 0 0 0 233.9205781332666 7.375337378684626 13.67847999416405
24 168 0 0 0 233.11921689291515 11.88980981236486 13.135380647097335
25 175 0 0 0 228.56039754624044 11.405865634225954 13.223655583428197
26 182 0 0 0 226.36634004144395 11.188056071424004 11.321580877808652
27 189 0 0 0 220.89632005750477 10.994149305131273 11.049157524616163
28 196 0 0 0 211.4119370496867 10.665216956754225 11.091047960686186
29 203 0 0 0 204.05489654545124 10.258300325655881 13.761284432051264
30 210 0 0 0 198.85460559068505 9.857014587539599 12.568218116958702
31 217 0 0 0 187.48269469338663 10.315184377816227 12.483798971180715
32 224 0 0 0 182.96632629398172 9.92783456446661 15.509916141707745
33 231 0 0 0 193.1618977504418 11.129952104666469 12.681417515156717
34 238 0 0 0 193.50924877575707 10.656551605005166 11.764978608868725
35 245 0 0 0 191.4316300438426 9.7094440223691 12.904764554160506
36 252 0 0 0 189.75306224637492 10.685286721794107 12.101396783775511
37 259 0 0 0 188.12122240384582 9.762541832477453 10.686208869834031
38 266 0 0 0 191.89068631771607 10.443867054324357 11.349437810092589
39 273 0 0 0 191.11177875324017 10.56038733118195 12.602889851205163
40 280 0 0 0 198.0981115558781 10.927451232620335 13.059186972407778
41 287 0 0 0 199.9902409909111 10.705676668801406 12.614764618343559
42 294 0 0 0 204.24639516824175 10.642784466402569 11.09484612924083
43 301 0 0 0 199.82070893507694 10.268197485608104 11.205917704789554
44 308 0 0 0 202.55531821829211 10.500355063311556 11.037091009912325
45 315 0 0 0 206.44197938989 10.791095016919634 10.912483365340186
46 322 0 0 0 207.27493778989992 10.721983712932582 10.481814897981126
47 329 0 0 0 203.23614759770786 10.495410776461883 11.283458009186864
48 336 0 0 0 205.79167824561952 10.50688835552165 11.2015422383418
49 343 0 0 0 206.8525436868583 10.609187849791143 11.04613123441228
50 350 0 0 0 204.763412171359 10.494346848862484 11.094551939408248
51 357 0 0 0 204.70578556832496 10.575630682476218 10.560006377591453
52 364 0 0 0 201.51185466414054 10.539482099576025 10.798316869739459
53 371 0 0 0 203.4334136201626 10.584298015568566 10.416405700862903
54 378 0 0 0 203.23084454948238 10.609667797091591 10.413401181880426
55 385 0 0 0 204.8812965227141 10.68097726179773 10.193505727637925
56 392 0 0 0 203.31461143364524 10.656628079419134 10.181199059995112
57 399 0 0 0 202.8374415987227 10.560345336661529 10.424237432170619
58 406 0 0 0 201.30672516688853 10.588714416022423 10.302028178648326
59 413 0 0 0 200.85169980636587 10.64734063887962 10.368194632050693
60 420 0 0 0 201.38609155303664 10.677593484151393 10.18086988238014
61 427 0 0 0 201.45624449100603 10.631245729882988 10.445407113946368
62 434 0 0 0 202.01387403929488 10.629949088154785 10.543036288182009
63 441 0 0 0 201.91596351498026 10.662358054829635 10.533985734372976
64 448 0 0 0 200.69614379851967 10.618638354040796 10.556172649012812
65 455 0 0 0 201.1801919235643 10.614977485026193 10.56081650501611
66 462 0 0 0 200.98424260203433 10.631441757206092 10.389386991114636
67 469 0 0 0 200.61809036802228 10.587954051427136 10.591837274249936
68 476 0 0 0 200.16460897367753 10.610633693120008 10.484049096205371
69 483 0 0 0 200.67566420812918 10.60489723665842 10.481936818835685
70 490 0 0 0 200.78976146047827 10.601760390821871 10.441530272350237
71 497 0 0 0 200.53576552978072 10.592457644617722 10.4632966179767
72 504 0 0 0 200.66430622793519 10.580265370735315 10.488007305013499
73 511 0 0 0 200.65742196051326 10.60249831947276 10.410541726519709
